accession,name,description,Parent study,Study Disease/Focus,Study Design,Study Markerset,Study Molecular Data Type,Study Content,Ancestry (computed),NIH Institute,Study Consent,Release Date,Embargo Release Date,Related Terms,Collections
"phs002748.v1.p1","Transcriptome and TCR Sequencing of T Cells from Metastectomies","T cells were sorted from metastatic tumors (colon, rectal, breast, anal, melanoma primary histologies) following tumor dissociation and single-cell sequencing was performed (RNAseq and TCRseq). For samples from tumors that  had been previously studied, cells were analyzed comparing known neoantigen-reactive TCR-expressing cells to other T cells. For samples without","Not Applicable","Colonic Neoplasms","Case Set","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 15 variables, 123 samples sequenced, 15 subjects, 123 samples","","NCI","GRU --- General Research Use","2022-03-02","2022-03-02","Anus Neoplasms; Rectal Neoplasms; Anal Neoplasms; Anal Neoplasms, Benign and Malignant; Anal Tumor; Anal Tumors","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002735.v1.p1","Tumor Infiltrating Lymphocytes (TIL) Recognize Unique Somatic Mutations    and Mediate Objective Clinical Responses in Metastatic Breast Cancer","The purpose of this study is to investigate the immunogenicity of tumor mutations in patients with metastatic cancer. Harvest and analysis of progressing metastatic lesions are used for generation of  tumor infiltrating lymphocyte (TIL) cultures and the detections of somatic mutations. In vitro T cell activation assays are used to examine the","Not Applicable","Breast Neoplasms","Tumor vs. Matched-Normal","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 15 variables, 358 samples sequenced, 42 subjects, 358 samples","","NCI","GRU --- General Research Use","2022-02-02","2022-02-02","Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001863.v1.p1","Randomized Phase II 2 x 2 Factorial Trial of the Addition of Carboplatin    +/- Bevacizumab to Neoadjuvant Weekly Paclitaxel Followed by    Dose-Dense AC in Hormone Receptor-Poor/HER2-Negative Resectable Breast    Cancer","This randomized phase II trial studies how well paclitaxel with or without carboplatin and/or bevacizumab followed by doxorubicin and cyclophosphamide works in treating patients with breast cancer that can be  removed by surgery. Drugs used in chemotherapy, such as paclitaxel, carboplatin, doxorubicin, and cyclophosphamide, work in different ways to stop","Not Applicable","Breast Neoplasms","Interventional","Not Provided","RNA-Seq","4 phenotype datasets, 53 variables, 2 documents, 389 samples sequenced,  SRA, 389 subjects, 389 samples","","NCI","DS-CA-COL --- Disease-Specific (Cancer, COL)","2022-02-01","2022-02-01","Breast Diseases; Neoplasms by Site; Skin Diseases; Triple Negative Breast Neoplasms; Breast Disease, Endocrine; Breast Diseases, Endocrine",""
"phs002388.v1.p1","Genomic and Transcriptomic Markers Associated with Response to Immune    Checkpoint Blockade","The neoantigen presentation score (NEOPS) study was designed to better understand molecular determinants of response to immunotherapies, including pembrolizumab and nivolumab in stage III or IV melanoma patients. From this  work, we developed a composite approach to predicting neoantigens (NEOPS), which takes into account additional escape mechanisms, including HLA LOH","Not Applicable","Melanoma","Case Set","RNAseq_gene_transcripts","RNA-Seq, RNA Seq (NGS), WXS","4 phenotype datasets, 22 variables, 1 molecular datasets, 151 samples sequenced, 52 subjects, 199 samples","","NCI","GRU --- General Research Use","2022-01-25","2022-01-25","Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant; Melanomas","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002460.v1.p1","Health Professionals Follow-Up Study","Health Professionals Follow-up Study (HPFS) is a prospective cohort study of men designed to evaluate hypotheses about men's health related to diet and lifestyle to the incidence of serious illnesses,  such as cancer, heart disease, and other vascular diseases. It consisted of 51,529 U.S. male health professionals who were 40-75 years old at","Not Applicable","Diet","Prospective Longitudinal Cohort","Not Provided","Not Provided","2 phenotype datasets, 398 variables, 1 documents, 20064 subjects","","NCI","HMB --- Health/Medical/Biomedical","2022-01-20","2022-01-20","Not Provided","NCI's Collection of Datasets for Health, Medical, and Biomedical Research    Purposes (phs003044.v1.p1)"
"phs002396.v1.p1","Integrated Metabolic Profiling and Gene Expression Analysis Reveals    Therapeutic Modalities in Breast Cancer","In this study, we performed metabolite profiling and RNA-sequencing on human breast cancer tumors and normal breast tissue samples, including triple negative breast cancer (TNBC), estrogen receptor positive breast cancer  (ER+) and paired normal samples, and patient-derived xenografts (PDX) samples. Here, we report two distinctive groups defined by metabolites; a","Not Applicable","Triple Negative Breast Neoplasms","Tumor vs. Matched-Normal","Not Provided","RNA-Seq","5 phenotype datasets, 17 variables, 40 samples sequenced, 26 subjects, 40 samples","","NCI","GRU --- General Research Use","2022-01-13","2022-01-13","Breast Cancer, Triple-Negative; Breast Cancers, Triple-Negative; Breast Neoplasm, Triple-Negative; Breast Neoplasms, Triple-Negative; ER Negative PR Negative HER2 Negative Breast Cancer; ER Negative PR Negative HER2 Negative Breast Neoplasms","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002050.v2.p1","OICR: Molecular Pathological Epidemiology of Colorectal Cancer","Colorectal cancer, the second most commonly diagnosed cancer, is a biologically heterogeneous disease. To characterize the molecular attributes of colorectal tumors, we conducted targeted sequencing at the Ontario Cancer Research  Institution (OICR) of tumor and matched normal DNA samples from 2,542 colorectal cancer cases in the Genetics and Epidemiology of Colorectal Cancer","Not Applicable","Colorectal Neoplasms","Case Set","target_markerset_grc38","SNP Genotypes (NGS), WXS","4 phenotype datasets, 29 variables, 1 molecular datasets, 5056 samples sequenced, 2528 subjects, 5056 samples","","NCI","HMB-IRB-COL --- Health/Medical/Biomedical (IRB, COL), GRU --- General Research Use, HMB-IRB --- Health/Medical/Biomedical (IRB), HMB-IRB-NPU --- Health/Medical/Biomedical (IRB, NPU), DS-CC-NPU-GSO --- Disease-Specific (Colorectal Cancer, NPU, GSO), DS-CC-MDS --- Disease-Specific (Colorectal Cancer, MDS)","2022-01-12","2021-01-15","CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002309.v2.p1","Identification and Characterization of Skin-Resident Memory T cells in    Patients with Melanoma-Associated Vitiligo","Metastatic melanoma patients who develop melanoma-associated vitiligo, an autoimmune cutaneous side effect after receiving immunotherapy, have better overall survival than those who do not develop vitiligo. The objective of this  study is to determine the tumor-specific memory T cell responses in the skin, tumor and blood of melanoma patients with vitiligo. Matched melanoma","Not Applicable","Melanoma","Case Set","RNAseq_gene_transcripts","RNA-Seq, RNA Seq (NGS), Targeted-Capture","4 phenotype datasets, 19 variables, 2 molecular datasets, 32 samples sequenced, 5 subjects, 32 samples","","NCI","GRU --- General Research Use","2021-12-27","2021-12-27","Vitiligo; Cancer of skin pigment cells; MM - malignant melanoma; Malignant Melanoma; Malignant Melanomas; Melanoma, Malignant","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001999.v1.p1","Advanced Genetic and Molecular Analysis of Solid Tumors","This study is designed to understand the role of immunosuppressive regulatory B cells (Breg) in pancreatic cancer. Breg and conventional B cells (Bcon) from patients are compared by RNA sequencing  analysis. Bregs and Bcon were isolated from freshly isolated PBMCs in peripheral blood. These data represent the examination of differentially","Not Applicable","Carcinoma, Pancreatic Ductal","Case-Control","Not Provided","RNA-Seq","4 phenotype datasets, 15 variables, 2 samples sequenced, 1 subjects, 2 samples","","NCI","DS-CA --- Disease-Specific (Cancer)","2021-12-23","2021-12-23","Carcinoma, Ductal, Pancreatic; Carcinoma, Pancreas Duct-Cell; Carcinomas, Pancreas Duct-Cell; Carcinomas, Pancreatic Ductal; Duct Cell Carcinoma of the Pancreas; Duct Cell Carcinoma, Pancreas",""
"phs002541.v1.p1","Integrated Genomic and Transcriptomic Analysis of Small Cell Lung Cancer    Reveals Inter- and Intratumoral Heterogeneity and a Novel    Chemotherapy-Refractory Subtype","We integrated histology, transcriptome, exome, and treatment outcomes of small cell neuroendocrine cancer (SCNC) from a range of metastatic sites, revealing complex intra- and intertumoral heterogeneity of neuroendocrine (NE) differentiation  and transcriptomic subtypes (ASCL1, NEUROD1, POU2F3, YAP1 and ATOH1). High NE SCNCs were more likely to benefit from replication stress-targeted","Not Applicable","Small Cell Lung Carcinoma","Cross-Sectional","Not Provided","RNA-Seq, WXS","4 phenotype datasets, 12 variables, 168 samples sequenced, 72 subjects, 168 samples","","NCI","GRU --- General Research Use","2021-12-08","2021-12-08","Carcinoma, Small Cell Lung; Lung Small Cell Neuroendocrine Carcinoma; Lung oat cell carcinoma; Oat Cell Carcinoma of Lung; Oat Cell Lung Cancer; SCCL","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002612.v1.p1","Immunogenomics of Malignant Brain Tumors","We performed systematic and comprehensive multi-sector immunogenomic analyses on 93 samples from a cohort of 30 patients with primary or recurrent gliomas or metastatic brain tumors, representing the largest cohort  of these brain cancers studied spatially to date. For each patient, we characterized multiple spatially distinct regions using whole-exome (WES),","Not Applicable","Genetic Heterogeneity","Tumor vs. Matched-Normal","WES_markerset_grc38, RNAseq_probe_set_grc38, WES_markerset_grc38, RNAseq_probe_set_grc38","RNA-Seq, CNV Genotypes, RNA Seq (NGS), WXS","4 phenotype datasets, 22 variables, 2 documents, 1 molecular datasets, 203 samples sequenced, 30 subjects, 203 samples","","NCI","GRU --- General Research Use","2021-12-07","2021-12-07","Brain Neoplasms; Brain Tumor; Brain Tumors; Brain neoplasm; Brain tumour; Neoplasm of Brain","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002639.v1.p1","Genomic Analysis of Metastatic Brain Cancer","This study contains targeted exome and transcriptome sequencing of metastatic brain tumors from 68 patients. Sequencing data includes i) targeted Tempus xT exome sequencing from matched tumor/normal from 68 patients,  and ii) whole-transcriptome RNA sequencing from a subset of 65 patients. Related Genes: BRAF, CDKN2A, KRAS, SMAD4, MCL1, NFE2L2, NRAS, PIK3CA, PTEN,","Not Applicable","Neoplasm Metastasis","Tumor vs. Matched-Normal","Not Provided","RNA-Seq, Targeted-Capture","4 phenotype datasets, 11 variables, 201 samples sequenced, 68 subjects, 201 samples","","NCI","GRU --- General Research Use","2021-12-02","2021-12-02","Brain Neoplasms; Brain Tumor; Brain Tumors; Brain neoplasm; Brain tumour; Neoplasm of Brain","NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs002066.v2.p1","Mechanisms of Extreme Genomic Instability at Large Transcribed Genes","Inhibiting DNA replication leads to copy number variant (CNV) formation throughout the genome, especially at chromosome fragile sites (CFSs). We previously showed that these hotspots for genome instability reside in  late-replicating domains associated with large transcribed genes. In this study, we compared aphidicolin (APH)-induced CNV and CFS frequency between","Not Applicable","Chromosome Fragile Sites","Case-Control","Multi-Ethnic_Global, target_markerset_grc38, Multi-Ethnic_Global, target_markerset_grc38","CNV Genotypes, OTHER, RNA-Seq, RNA Seq (NGS), WGS","3 phenotype datasets, 18 variables, 1 documents, 1 molecular datasets, 22 samples sequenced, 2 subjects, 182 samples","","NCI","GRU --- General Research Use","2021-11-22","2020-08-19","Genomic Instability; Genome Instabilities; Genome Instability; Genomic Instabilities; Instabilities, Genome; Instabilities, Genomic","dbGaP Collection: Compilation of Individual-Level Genomic Data for    General Research Use (phs000688.v1.p1); NCI's Collection of Datasets for General Research Use (phs003014.v1.p1)"
"phs001689.v1.p1","Multiethnic Cohort Adiposity Phenotype Study (MEC-APS)","A total of 1,861 healthy men and postmenopausal women aged 60-77 years with body mass indexes (BMIs) of 17.1-46.2 kg/m2 were enrolled into the study. Stratified sampling was conducted based  on sex, race/ethnicity, and six BMI categories (18.5-21.9, 22-24.9, 25-26.9, 27-29.9, 30-34.9, and 35-40 kg/m2) to balance the sample size across the","Not Applicable","Intra-Abdominal Fat","Cross-Sectional","MEGA_Consortium_Array","SNP Genotypes (Array)","4 phenotype datasets, 27 variables, 1 molecular datasets, 1849 subjects, 1849 samples","European (412), African (14), East Asian (438), African American (293), Hispanic1 (12), Hispanic2 (370), Other Asian or Pacific Islander (241), Other (69)","NCI","HMB-PUB --- Health/Medical/Biomedical (PUB)","2021-11-22","2021-11-22","Not Provided",""
