dataset_title,description,dbGaP_phs,dbGaP_URL,PI_name,GPA,dataset_doc,dataset_pmid,funding_source,release_date,limitations_for_reuse,assay_method,study_type,primary_disease,participant_count,sample_count,study_links,related_genes,related_diseases,related_terms
UW TAN Study of Metastatic Urothelial Carcinoma,"Patients with metastatic urothelial carcinoma treated at our institution, who elected to undergo rapid autopsy at the time of death, are included in this study. These patients agreed to submit  their tissue (normal samples for germline analysis [kidney or liver] as well as primary and metastatic tumor sites [urothelial carcinoma]) and the",phs001797.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001797,"Andrew Hsieh, MD",Ian Fingerman,Division of Cancer Biology (DCB),,Howard Cohen Bladder Cancer Foundation;Johns Hopkins Greenburg Bladder Cancer Institute,2019-11-21,HMB-PUB-MDS,WXS,Case Set,Urogenital Neoplasms,7.0,46.0,,,,Genito-urinary Neoplasm; Genito-urinary Neoplasms; Genitourinary Neoplasm; Genitourinary tract neoplasia; Genitourinary tract neoplasm; Genitourinary tract tumors
99 Cases of Small Cell Lung Cancer Study,"Small cell lung cancer (SCLC) is an aggressive disease with poor survival. A few sequencing studies performed on limited number of samples have revealed potential disease-driving genes in SCLC, however,  much still remains unknown, particularly in the Asian patient population. Here we conducted whole exome sequencing (WES) and transcriptomic",phs001083.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001083,"Dong Shen, MD PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),,"Medimmune research fund, Gaithersburg, MD, USA",2019-11-21,GRU-PUB-MDS,WXS,Case Set,Small Cell Lung Carcinoma,99.0,99.0,,,,"Carcinoma, Small Cell Lung; Lung Small Cell Neuroendocrine Carcinoma; Lung oat cell carcinoma; Oat Cell Carcinoma of Lung; Oat Cell Lung Cancer; SCCL"
Molecular Epidemiology of Colorectal Cancer (MECC) Metastasis Study,"This study compared Ashkenazi Jewish individuals with Stage IV metastatic colon cancer to those with non-metastatic Stage I or II colon cancers. A genome-wide association study, using a 2-stage design,  identified a significant association with rs60745952. Inclusion Criteria Cases Diagnosis with a primary colorectal cancer Stage IV, Stage I, Stage II",phs001045.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001045,Stephen B. Gruber;Gad Rennert;Sanford D. Markowitz,Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),26751797,R01 CA144040 (S.D.M.);P50 CA150964 (S.D.M.);P30 CA043703;U19 CA148107 (S.B.G.);P30 CA014089 (S.B.G.);K07 CA129162 (N.L.N.);T32 ES013678 (S.L.S.);R01CA136726 (L.L);the Leonard and Joan Horvitz Foundation (S.D.M);the Richard Horvitz and Erica Hartman-Horvitz Foundation (S.D.M.);the Anton B. Burg Foundation at USC Norris;the Sharon Levine Corzine Research Fund;the Robert and Kate Niehaus Clinical Genetics Initiative at MSKCC,2019-11-21,DS-CC,Array_SNP,Case Set,Colorectal Neoplasms,323.0,323.0,,NR3C2,,"CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal"
Case Study of Acquired Resistance to FGFR Inhibition in    Cholangiocarcinoma,"Targeted sequencing was performed on blood, tumor, and cell free DNA samples from an FGFR2-fusion positive cholangiocarcinoma patient before and after treatment with an FGFR targeted therapy. Inclusion Criteria: 1.  A histologically or cytologically confirmed diagnosis of cancer 2. Patients with any malignancy 3. Patients must have tumor suitable for research",phs001924.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001924,Sameek Roychowdhury,Tamara Walton,Division of Cancer Treatment and Diagnosis (DCTD),31911531,American Cancer Society MRSG-12-194-01-TBG;Prostate Cancer Foundation;NHGRI UM1HG006508;NCI UH2CA202971;NCI UH2CA216432;American Lung Association;Pelotonia;NIH T32 5T32CA009338;NIH TL1TR002735;Pelotonia Undergraduate Research Fellowship;Alex&#39;s Lemonade Stand Young Investigator Award;Children&#39;s Cancer Research Fund Emerging Scientist Grant;NIH 2K12HD052892-11A1;Pelotonia Post-Doctoral Research Fellowship;American Society of Clinical Oncology Young Investigator Award,2019-11-15,DS-CA,Targeted-Capture,Case Set,Cholangiocarcinoma,1.0,8.0,,FGFR2;KIAA1598,"Receptor, Fibroblast Growth Factor, Type 2;Gene Fusion;Polymorphism, Single Nucleotide","Bile duct cancer; CC; CCA; Carcinoma, Cholangiocellular; Carcinomas, Cholangiocellular; Cholangiocar.- intra/extrahepatic"
Clonal Mapping of Multi-Organ Metastasis and Chemoresistance in Triple    Negative Breast cancer,Clonal dynamics during metastasis were studied in two patient-derived xenograft (PDX) models established from treatment-naive primary breast tumors from TNBC patients diagnosed with concurrent metastatic disease. Genomic sequencing and barcode-mediated  clonal tracking revealed robust alterations in clonal architecture between primary tumors and metastases. Polyclonal seeding and maintenance of,phs001742.v2.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001742,"Helen Piwnica-Worms, PhD",Ian Fingerman,Division of Cancer Biology (DCB),30498242;30996079,,2019-11-15,GRU,RNA-Seq;WXS;Targeted-Capture,Case-Control;Longitudinal,Triple Negative Breast Neoplasms,4.0,113.0,,,Neoplasm Metastasis;Drug Therapy,"Neoplasm Metastasis; Metastase; Metastases, Neoplasm; Metastasis; Metastasis, Neoplasm; Metastasize"
High-Risk Breast Cancer GWAS,"The GWAS includes High Risk Women from the following epidemiological studies of breast cancer, comprising a total of 3,719 cases and 3,642 controls (cases/controls: MEC, 0/200; ABCFR, 326/418; FCCC, 56/3;  BCFR-UT, 66/32; CNIO-BC, 87/92; GESBC, 65/0; LIFE, 164/0; MARIE, 41/105; MAYO, 208/210; MNYR, 293/409; MSKCC, 310/0; NC-BCFR, 234/233; OFBCR,",phs000929.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000929,Chris Haiman;John Hopper,Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),,"R01 CA165038;HHSN268201200008I, NIH contract ""High throughput genotyping for studying the genetic contributions to human disease"";HHSN26800080, NIH contract ""High throughput genotyping for studying the genetic contributions to human disease""",2019-11-13,DS-BROC-GSO;DS-BRD;DS-BRCA-PUB-MDS;HMB-PUB;DS-CA-MDS;DS-CA-GSO;GRU;DS-CA-PUB;DS-CA-IRB-PUB-COL-NPU-MDS-GSO;NRUP;DS-BRCA-MDS;CABNHD-MDS,Imputation_SNP_CNV;Array_SNP,Case-Control,Breast Neoplasms,7295.0,7369.0,,,,Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer
Genomic Analysis of Hepatocellular Carcinoma,"Fibrolamellar hepatocellular carcinoma (FL-HCC) is a very rare and distinct subtype of hepatocellular carcinoma that occurs in the previously healthy livers of adolescents and young adults. The low incidence rate  has kept FL-HCC an understudied cancer, thus the list of FL-HCC markers is limited and the genetic alterations driving its growth have remained",phs000828.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000828,"Julien Sage, PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),25122662,CA114102;UL1 RR025744,2019-11-13,DS-PLC-GSO,RNA-Seq;Seq_DNA_SNP;WXS;WGS,Case Set,Fibrolamellar hepatocellular carcinoma,1.0,5.0,,,"Carcinoma, Hepatocellular","Carcinoma, Hepatocellular; Adult Liver Cancer; Adult Liver Cancers; Cancer, Adult Liver; Cancers, Adult Liver; Carcinoma of Liver Cells"
Genomic Variation in Diffuse Large B Cell Lymphomas,"Integrative analysis of genetic lesions in 574 diffuse large B cell lymphomas (DLBCL). The study investigates genomic structural variation, genetic alteration and its effect on the development and biology of  lymphomas by using high throughput sequencing, gene expression, and methylation status. Clinically diagnosed as DLBCL Note: Controlled datasets at",phs001444.v2.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001444,Louis M. Staudt,Kathleen Calzone,Center for Cancer Research (CCR),29641966;29925955,NCI Intramural Research,2019-11-08,GRU,,Case Set,"Lymphoma, Large B-Cell, Diffuse",489.0,1916.0,,KRAS,,Centroblastic diffuse large B-cell malignant lymphoma; Centroblastic diffuse malignant lymphoma; Centroblastic malignant lymphoma; DLBCL; DLBCL - diffuse large B cell lymphoma; Diffuse Histiocytic Lymphoma
Multiregion Sequencing of Localized Prostate Cancer,"Ten patients with treatment-na&#x000ef;ve, locally advanced or localized prostate cancer underwent radical prostatectomy. Pathological stage ranged from T2aN0 to T3bN1, and Gleason scores from 3+4 to 4+5. Tumor foci were  mapped, and DNA was extracted from multiple (5-9) regions from a single, contiguous index focus. Whole exome sequencing was performed to identify",phs001465.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001465,David VanderWeele,Kathleen Calzone,Center for Cancer Research (CCR),,W81XWH-13-1-0451,2019-11-04,DS-CA-IRB-NPU,WXS;Seq_DNA_SNP_MAF_Ind;WGS,Case Set,Prostatic Neoplasms,10.0,153.0,,,,"NGP - New growth of prostate; Neoplasm of Prostate; Neoplasm of the Prostate; Neoplasm, Prostate; Neoplasm, Prostatic; Neoplasms, Prostate"
CORECT: Meta-analysis,"This study is part 2 of 2 for Schumacher et al, Nat Communication. 2015 Jul 7;6:7138. Part 2 is the pooled meta-analysis of 29 different studies of 37,955 European (18,299  Cases/19,656 Controls) participants using eight different genotyping platforms/variations. Study Name Participants Platform CFR-1 2976 Illumina 1M,",phs001499.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001499,Stephen B. Gruber,Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),26151821;26498495,"The authors wish to acknowledge the CORECT study which was supported by the National Cancer Institute, 			National Institute of Health under RFA #CA-09-002, NIH/NCI U19 CA148107, and NIH/NCI P30 CA014089",2019-10-25,,,Case-Control,Colorectal Neoplasms,,,,,,"CRC; Cancer of Large Bowel; Cancer of Large Intestine; Cancer of the Large Bowel; Cancer of the Large Intestine; Cancer, Colorectal"
Pathways Study,"The Pathways Study (NCI R01 CA105274, PI: Kushi), is a prospective cohort study of a diverse population of recently diagnosed breast cancer survivors in KPNC. The aims are to examine  the effect on recurrence and survival of 1) lifestyle factors such as diet, physical activity, and use of complementary and alternative therapies and",phs001534.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001534,"Lawrence H. Kushi, ScD;Christine Ambrosone, PhD",Emilie Charlisse Caga-Anan,Division of Cancer Control and Population Sciences (DCCPS),18478338;19184414;19463150;20140494;20686660;20937633;20803066;21079093;21476003;21953007;22912069;23657404;23715629;24521998;24521995;24604094;24884705;25354083;25921910;25990554;26467773;27217451;27449493;27488523;27794123;27832250;27915435;28154107;28176174;28295245;28349440;28864455;29249058;18478338,"U01 CA195565;X01HG008335;HHSN268201200008I, NIH contract ""High throughput genotyping for studying the genetic contributions to human disease""",2019-10-18,DS-BRCA-IRB-PUB-NPU-MDS;NRUP,Imputation_SNP;Array_SNP,Longitudinal,Breast Neoplasms,4429.0,4576.0,http://pathways.kaiser.org,,,Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors; CA - Breast cancer
Mayo Clinic and Illumina Collaborative Early Stage Ovarian Cancer (ESOC)    Study,"Twenty five patients with early stage carcinoma (Stage I and II) of the ovary were consented for this study. As part of a collaborative agreement with Illumina Inc, Tumor-DNA and  patient matched normal DNA from blood underwent whole genome sequencing and microarray genotyping and RNA underwent RNASeq. Tissue also underwent IHC",phs000897.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000897,Ellen L. Goode,Tamara Walton,Division of Cancer Treatment and Diagnosis (DCTD),25916844,P50-CA136393;R01-CA122443;P30-CA15083;Fred C. and Katherine B. Andersen Foundation;Mayo Clinic Center for Individualized Medicine;Wallace and Evelyn Simmers&#39;s Career Development award;Jim and Marcia Guzy Career Development Award;Minnesota Cancer Alliance (MOCA);W81XWH-10-1-0386;National Cancer Institute,2019-10-18,GRU-MDS,RNA-Seq;WGS;Array_SNP,Case Set,"Cystadenocarcinoma, Serous",16.0,142.0,,BRCA1;BRCA2;POLE;PRIM2;RAD51C;RAD51D;TP53;CHEK2;CSMD3,Ovarian Neoplasms,"Neoplasm of Ovary; Neoplasm of the Ovary; Neoplasm of the ovaries; Neoplasm, Ovarian; Neoplasm, Ovary; Neoplasms, Ovarian"
Understanding RNA Biology and Therapeutics in Hematopoiesis and Leukemia,"Acute myeloid leukemia (AML) is the most common form of acute leukemia in adults and is expected to increase in frequency as the population ages. Most subtypes of AML are  difficult to treat, in part due to a lack of understanding of possible molecular targets. Furthermore, the peak incidence of AML is in the sixth",phs001847.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001847,Melissa Jane Fullwood,Ian Fingerman,Division of Cancer Biology (DCB),,"Singapore Ministry of Education AcRF Tier 3 grant;  			National Research Foundation, the Singapore Ministry of Education under its Centres of Excellence initiative",2019-10-17,GRU,WGS,Cohort,"Leukemia, Myeloid, Acute",2.0,4.0,,,RNA;DNA,AML; AML - Acute Myeloid Leukemia; AML - Acute myeloblastic leukemia; AML - acute myeloid leukaemia; AML adult; ANLL
Genomic landscape of Neutrophilic Leukemias of Ambiguous Diagnosis,"Chronic neutrophilic leukemia (CNL), atypical chronic myeloid leukemia (aCML), and unclassified myelodysplastic syndrome/myeloproliferative neoplasms (MDS/MPN-U) are a group of rare, heterogeneous myeloid disorders. There is strong morphologic resemblance amongst these  distinct diagnostic entities as well as lack of specific molecular markers and limited understanding of disease pathogenesis, which has made their",phs001799.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001799,"Jeffrey W. Tyner, PhD",Tamara Walton,Division of Cancer Treatment and Diagnosis (DCTD),,,2019-10-17,DS-LEU,,Cohort,Leukemia,176.0,238.0,http://www.vizome.org,,,Blood (Leukemia); Blood cancer; Leucocythaemia; Leucocythaemias; Leucocythemia; Leucocythemias
MAP Kinase-Mutant Hematologic Malignancies and Their Therapeutic    Resistance,"The Mitogen-Activated Protein Kinase (MAPK) signaling pathway has been critically important in understanding pathology and developing targeted therapy for many cancers, but high frequency mutations in this pathway in hematopoietic  malignancies were unknown until a series of sequencing studies from our group and others revealed a high frequency of activating mutations in BRAF",phs001864.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001864,"Omar Abdel-Wahab, MD",Ian Fingerman,Division of Cancer Biology (DCB),30867592;26566875;20519626;25202140;26287849;10606898;11756160;28854169;22153499;23478061;26235028;22902366;17292918;23076159;25801821;28801450;28566492;31028088;23153540;22237106,R01 CA201247-01,2019-10-08,DS-HIST-MDS,WXS,Cohort,Histiocytosis,22.0,22.0,,ALK;ARAF;BRAF;CSF1R;KRAS;NRAS;NTRK1;MAP2K1;MAP2K2;RAF1;RET,"Histiocytosis, Langerhans-Cell;Histiocytosis, Non-Langerhans-Cell;Erdheim-Chester Disease;Xanthogranuloma, Juvenile;Rosai-Dorfman Disease;Histiocytic Sarcoma;Dendritic Cell Sarcoma, Interdigitating;Twins, Monozygotic;Leukemia, Hairy Cell","Dendritic Cell Sarcoma, Interdigitating; Erdheim-Chester Disease; Histiocytic Sarcoma; Histiocytosis, Langerhans-Cell; Histiocytosis, Non-Langerhans-Cell; Leukemia, Hairy Cell"
Genomic Analysis of Bevacizumab-induced Hypertension,"Bevacizumab use in the treatment of cancer can lead to the development of hypertension in some patients, and high-grade toxicity can limit therapy or lead to cardiovascular complications. The factors  that contribute to interindividual variability in blood pressure rise during bevacizumab treatment are not well understood. In the present study,",phs001597.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001597,"Deanna L. Kroetz, PhD;Kouros Owzar, PhD;Alan P. Venook, MD",Grace Mishkin,Division of Cancer Treatment and Diagnosis (DCTD),28632865;28882537;29871907,U10CA180821;U10CA180882;T32GM007175;F31GM113350,2019-10-08,DS-CA-COL,Seq_DNA_SNP,Case-Control,Hypertension,62.0,62.0,,SLC29A1;HSP90AB1,,"Arterial hypertension; BP - High blood pressure; BP+ - Hypertension; Blood Pressure, High; Blood Pressures, High; HBP - High blood pressure"
Count Me In: Metastatic Breast Cancer Project (CMI-MBCproject),Count Me In - The Metastatic Breast Cancer Project: A Patient-Driven Research Initiative to Accelerate Metastatic Breast Cancer Research The Metastatic Breast Cancer Project (MBCproject; mbcproject.org) is a research study  that directly engages patients with metastatic breast cancer via social media and advocacy groups and empowers them to accelerate cancer research by,phs001709.v1.p1,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001709,"Nikhil Wagle, MD",,,,Institutional Funding,2019-10-04,GRU,RNA-Seq;WXS,Cohort,Breast Neoplasms,200.0,478.0,https://www.mbcproject.org/data-release,,Neoplasm Metastasis;Carcinoma,Neoplasm Metastasis; Breast Cancer; Breast Malignant Neoplasm; Breast Malignant Neoplasms; Breast Malignant Tumor; Breast Malignant Tumors
